Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,State,Device_Used,Internet_Access,Primary_AI_Tool,Num_AI_Tools_Used,Academic_Use_Flag,Usage_Bucket
Prisha,"Goa University, North Goa",Medical,2,Other,3.8,Coding Help,4,5,False,ChatGPT,9,True,Goa,Tablet,Poor,Other,1,False,High (3h+)
Ishita,College Of Veterinary And Animal Sciences,Agriculture,2,Claude,3.0,Resume Writing,3,4,True,Gemini,3,False,Rajasthan,Tablet,Medium,Claude,1,False,Medium (1-3h)
Rakhi,"Auro University, Surat",Commerce,4,Copilot,1.9,"Content Writing, Resume Writing",1,-3,True,ChatGPT,10,False,Gujarat,Mobile,Medium,Copilot,1,False,Medium (1-3h)
Ramya,"Government Polytechnic Roing, Roing",Engineering,4,Claude,2.9,Exam Preparation,2,-2,False,Claude,7,False,Arunachal Pradesh,Mobile,High,Claude,1,False,Medium (1-3h)
Sneha,"Dr Rammanohar Lohiya Mahavidyalaya, Kanpur",Arts,1,Gemini,4.5,"Doubt Solving, MCQ Practice",1,-3,True,ChatGPT,6,False,Uttar Pradesh,Mobile,High,Gemini,1,False,High (3h+)
Divya,Sanskriti University,Management,3,Copilot,4.6,Coding Help,4,-3,True,Other,5,False,Uttar Pradesh,Laptop,Poor,Copilot,1,False,High (3h+)
Neha,"Nepeds Group Of Institutions, Guwahati",Medical,3,ChatGPT,0.9,"Learning new topics, Doubt Solving",4,-4,False,Bard,2,False,Assam,Laptop,Poor,ChatGPT,1,True,Low (<1h)
Pooja,Sister Nivedita University,Management,1,Other,4.4,"Doubt Solving, Project Work",5,-2,True,Bard,1,False,West Bengal,Tablet,High,Other,1,False,High (3h+)
Kavya,Nerim Group Of Institutions,Law,1,Claude,3.8,"Content Writing, Project Work, Doubt Solving",3,-1,False,Gemini,10,True,Assam,Tablet,Medium,Claude,1,False,High (3h+)
Aishwarya,"Tantia University, Sriganganagar",Law,4,Claude,4.1,"MCQ Practice, Content Writing, Coding Help",1,-4,True,Claude,2,False,Rajasthan,Tablet,Medium,Claude,1,False,High (3h+)
Shreya,Ranijta Institute Of Hotel Management And Catering,Hotel-Management,4,ChatGPT,2.0,"MCQ Practice, Assignments, Learning new topics",2,-1,False,ChatGPT,5,True,Orissa,Tablet,High,ChatGPT,1,True,Medium (1-3h)
Nandini,Vardhman Mahavir Medical College,Medical,3,ChatGPT,1.0,"Learning new topics, Project Work",5,4,True,Gemini,4,False,Delhi Ncr,Laptop,High,ChatGPT,1,True,Low (<1h)
Aarav,"Techno India University, Kolkata",Medical,4,Claude,4.1,"Resume Writing, Exam Preparation, Coding Help",4,3,False,Claude,7,True,West Bengal,Tablet,Poor,Claude,1,False,High (3h+)
Vivaan,Government Law College,Law,3,Bard,2.9,Learning new topics,3,-4,True,Copilot,1,True,Maharashtra,Laptop,Poor,Bard,1,True,Medium (1-3h)
Aditya,Institute Of Hotel Management And Catering Technology,Hotel-Management,2,Bard,3.2,Coding Help,3,0,True,Copilot,7,False,Dadra,Laptop,Medium,Bard,1,False,High (3h+)
Vihaan,"Ramnarain Ruia Autonomous College, Mumbai",Agriculture,3,Claude,4.2,"MCQ Practice, Content Writing",2,-4,False,ChatGPT,4,True,Maharashtra,Laptop,Medium,Claude,1,False,High (3h+)
Arjun,"Mahatma Gandhi Memorial Medical College, Jamshedpur",Medical,1,Claude,4.6,MCQ Practice,3,2,False,Copilot,3,True,Jharkhand,Tablet,High,Claude,1,False,High (3h+)
Sai,"Sityog Institute Of Technology, Aurangabad",Engineering,2,Gemini,3.8,"Project Work, Coding Help",1,-1,True,Other,10,False,Bihar,Laptop,High,Gemini,1,False,High (3h+)
Reyansh,"Shree Rayeshwar Institute Of Engineering And Information Technology, North Goa",Engineering,1,ChatGPT,2.8,"Content Writing, Assignments, Doubt Solving",3,5,True,Copilot,4,True,Goa,Laptop,Poor,ChatGPT,1,True,Medium (1-3h)
Ayaan,Birsa Agricultural University,Agriculture,3,Claude,3.5,"Resume Writing, Doubt Solving",3,-4,True,Bard,9,False,Jharkhand,Mobile,Poor,Claude,1,False,High (3h+)
Krishna,Chandigarh University,Arts,3,Bard,1.9,Content Writing,5,-2,True,ChatGPT,5,True,Haryana,Tablet,Medium,Bard,1,False,Medium (1-3h)
Ishaan,Pt. Ravishankar Shukla University,Science,1,Gemini,0.6,"Assignments, Coding Help, MCQ Practice",1,-4,False,Claude,3,False,Chhattisgarh,Tablet,Medium,Gemini,1,True,Low (<1h)
Rudra,Gopal Narayan Singh University,Law,3,Copilot,4.2,"Doubt Solving, Coding Help, Project Work",4,4,True,ChatGPT,8,True,Bihar,Laptop,Poor,Copilot,1,False,High (3h+)
Dhruv,"Basanti Devi College, Kolkata",Law,4,Claude,1.5,Resume Writing,5,-1,False,Claude,3,False,West Bengal,Laptop,High,Claude,1,False,Medium (1-3h)
Kabir,"Christ College, Bastar",Arts,4,ChatGPT,0.8,Learning new topics,4,2,True,Copilot,6,True,Chhattisgarh,Tablet,Poor,ChatGPT,1,True,Low (<1h)
Atharv,"Mahatma Gandhi Government College, Mayabander",Science,4,Other,4.1,"Doubt Solving, Coding Help",3,3,False,Claude,10,True,Andaman,Mobile,High,Other,1,False,High (3h+)
Om,"Hislop College, Nagpur",Arts,2,Bard,1.2,"Project Work, Coding Help",3,-2,False,Claude,10,False,Maharashtra,Tablet,High,Bard,1,False,Medium (1-3h)
Anaya,"H.D. Jain College, Arrah",Agriculture,2,Gemini,3.5,Exam Preparation,1,4,False,Copilot,9,False,Bihar,Laptop,Poor,Gemini,1,False,High (3h+)
Siya,Shri Vaishnav Institute Of Management,Management,3,Claude,0.8,Project Work,3,2,True,ChatGPT,4,False,Madhya Pradesh,Tablet,Poor,Claude,1,False,Low (<1h)
Diya,Rk University,Medical,1,Gemini,3.5,"Doubt Solving, Content Writing",4,4,False,Gemini,4,True,Gujarat,Laptop,Medium,Gemini,1,False,High (3h+)
Myra,Ewing Christian College,Medical,3,Claude,3.7,"Coding Help, Assignments",5,3,False,Gemini,5,True,Uttar Pradesh,Laptop,Medium,Claude,1,True,High (3h+)
Aadhya,"Icfai University, Gangtok",Commerce,1,ChatGPT,3.7,"Coding Help, Content Writing",1,-2,False,Other,10,True,Sikkim,Tablet,Poor,ChatGPT,1,False,High (3h+)
Riya,"Munshi Singh College, Motihari",Law,4,Claude,2.2,"MCQ Practice, Resume Writing, Doubt Solving",2,-2,False,Copilot,7,True,Bihar,Laptop,Medium,Claude,1,False,Medium (1-3h)
Pari,Srm Institute Of Technology,Commerce,2,Gemini,0.6,"Assignments, Resume Writing, Learning new topics",4,5,False,Gemini,2,False,Tamil Nadu,Tablet,High,Gemini,1,True,Low (<1h)
Anika,"Junagadh Agricultural University, Junagadh",Agriculture,4,Other,3.2,"Resume Writing, Exam Preparation",5,1,False,Claude,6,True,Gujarat,Mobile,Medium,Other,1,False,High (3h+)
Ira,Attitude Business School,Arts,1,Bard,2.7,"MCQ Practice, Content Writing, Doubt Solving",5,4,False,ChatGPT,1,True,Orissa,Tablet,Medium,Bard,1,False,Medium (1-3h)
Meera,"Food Craft Institute-[Fci], Visakhapatnam",Hotel-Management,1,Bard,2.7,"Coding Help, Resume Writing, Learning new topics",5,-1,False,Bard,2,True,Andhra Pradesh,Mobile,Poor,Bard,1,True,Medium (1-3h)
Saanvi,Jawaharlal Nehru University,Law,1,Other,3.4,"Content Writing, Assignments, Resume Writing",5,-5,False,Claude,9,False,Delhi Ncr,Tablet,High,Other,1,True,High (3h+)
Navya,Chhattisgarh Kamdhenu Vishwavidyalaya,Science,3,Claude,2.1,"Content Writing, Resume Writing",1,4,False,Other,10,True,Chhattisgarh,Mobile,Poor,Claude,1,False,Medium (1-3h)
Aarohi,Pandit Deendayal Petroleum University [Pdpu] / (Energy,Management,4,Bard,1.3,Content Writing,5,-5,False,Claude,2,True,Gujarat,Tablet,High,Bard,1,False,Medium (1-3h)
Prisha,Birla Institute Of Technology And Science,Arts,3,Copilot,1.1,"Content Writing, Doubt Solving",1,-4,True,Bard,3,True,Goa,Laptop,Poor,Copilot,1,False,Medium (1-3h)
Ishita,"Rawal Institutions, Faridabad",Hotel-Management,3,Other,1.6,Doubt Solving,1,0,True,Gemini,10,False,Haryana,Laptop,Medium,Other,1,False,Medium (1-3h)
Rakhi,Pt Bhagwat Dayal Sharma Post Graduate Institute,Science,4,Gemini,3.5,"Resume Writing, MCQ Practice, Content Writing",3,-5,False,ChatGPT,1,False,Haryana,Laptop,Medium,Gemini,1,False,High (3h+)
Ramya,Jagan Institute Of Management Studies,Management,4,Copilot,2.6,"MCQ Practice, Project Work, Learning new topics",4,2,False,Gemini,9,True,Rajasthan,Mobile,High,Copilot,1,True,Medium (1-3h)
Sneha,Ias Academy,Commerce,4,Claude,3.6,"Assignments, Coding Help, Content Writing",3,1,False,Copilot,5,True,West Bengal,Mobile,High,Claude,1,True,High (3h+)
Divya,"Kanoria Pg Mahila Mahavidyalaya, Jaipur",Arts,4,Claude,4.0,"MCQ Practice, Doubt Solving, Content Writing",3,5,True,Copilot,9,False,Rajasthan,Tablet,Medium,Claude,1,False,High (3h+)
Neha,Manav Rachna International Institute Of Research And,Arts,1,ChatGPT,2.4,"Coding Help, Exam Preparation, Resume Writing",2,-1,False,Gemini,1,True,Delhi Ncr,Tablet,Medium,ChatGPT,1,False,Medium (1-3h)
Pooja,Gauhati University,Management,1,Bard,3.5,Coding Help,1,-4,True,Claude,10,False,Assam,Mobile,Medium,Bard,1,False,High (3h+)
Kavya,International Institute Of Information Technology,Science,2,Copilot,1.8,"Coding Help, Exam Preparation, Resume Writing",4,5,False,Copilot,3,True,Telangana,Laptop,Poor,Copilot,1,False,Medium (1-3h)
Aishwarya,"Mvj Medical College And Research Hospital, Hoskote",Agriculture,4,Claude,2.0,Content Writing,3,-3,False,ChatGPT,8,False,Karnataka,Tablet,High,Claude,1,False,Medium (1-3h)
Shreya,"St Joseph'S College Devagiri, Calicut",Commerce,2,Other,2.7,Doubt Solving,4,-2,True,Claude,5,True,Kerala,Mobile,High,Other,1,False,Medium (1-3h)
Nandini,"Arya Post Graduate College, Panipat",Science,1,Bard,3.8,"Assignments, Exam Preparation",2,5,True,ChatGPT,7,False,Haryana,Mobile,High,Bard,1,True,High (3h+)
Aarav,"Assam Institute Of Management- [ Aim ],",Management,3,Claude,3.1,"Exam Preparation, Doubt Solving, MCQ Practice",4,-4,True,ChatGPT,7,False,Assam,Mobile,Medium,Claude,1,False,High (3h+)
Vivaan,"Tula'S Institute, Dehradun",Commerce,3,Copilot,3.6,"Assignments, Coding Help",3,3,False,ChatGPT,8,True,Uttarakhand,Tablet,Medium,Copilot,1,True,High (3h+)
Aditya,Mahatma Gandhi University,Law,2,Bard,0.7,"MCQ Practice, Content Writing",4,-4,False,Claude,2,True,Meghalaya,Tablet,Medium,Bard,1,False,Low (<1h)
Vihaan,"Chitkara School Of Hospitality -[Csh], Chandigarh",Hotel-Management,2,ChatGPT,1.4,"MCQ Practice, Exam Preparation, Doubt Solving",1,3,False,Claude,9,True,Punjab,Mobile,Medium,ChatGPT,1,False,Medium (1-3h)
Arjun,"Chameli Devi Group Of Institution, Indore",Pharmacy,3,ChatGPT,2.0,"Assignments, Project Work, Doubt Solving",2,5,False,Other,9,False,Madhya Pradesh,Tablet,High,ChatGPT,1,True,Medium (1-3h)
Sai,Shri Shankaracharya Group Of Institutions,Management,2,ChatGPT,0.7,Exam Preparation,1,2,True,Gemini,3,False,Chhattisgarh,Mobile,Medium,ChatGPT,1,False,Low (<1h)
Reyansh,Rv Institute Of Management,Management,1,Copilot,4.2,Exam Preparation,5,-3,True,ChatGPT,2,True,Karnataka,Tablet,Medium,Copilot,1,False,High (3h+)
Ayaan,"College Of Technology, Gb Pant University Of",Science,2,ChatGPT,4.1,"Learning new topics, Project Work",3,-4,True,Copilot,4,True,Uttarakhand,Tablet,Medium,ChatGPT,1,True,High (3h+)
Krishna,Kakatiya University,Commerce,3,ChatGPT,1.0,Project Work,2,0,True,Claude,4,True,Telangana,Mobile,Medium,ChatGPT,1,False,Low (<1h)
Ishaan,Netaji Subhas University,Engineering,4,Gemini,0.6,"Coding Help, Assignments",1,-3,True,Other,10,True,Jharkhand,Laptop,Medium,Gemini,1,True,Low (<1h)
Rudra,Institute Of Technology And Future Management Trends,Management,4,Other,1.1,Content Writing,5,2,False,Gemini,3,False,Chandigarh,Tablet,Poor,Other,1,False,Medium (1-3h)
Dhruv,"Pdm University, Bahadurgarh, Bahadurgarh",Management,4,Bard,4.8,"Content Writing, Learning new topics, MCQ Practice",1,3,True,Gemini,2,True,Haryana,Tablet,Poor,Bard,1,True,High (3h+)
Kabir,Dasarath Deb Memorial College,Commerce,2,Claude,4.0,"MCQ Practice, Content Writing, Assignments",2,-4,True,Other,8,True,Tripura,Mobile,High,Claude,1,True,High (3h+)
Atharv,Ewing Christian College,Commerce,1,ChatGPT,3.4,"MCQ Practice, Project Work",3,0,False,ChatGPT,2,True,Uttar Pradesh,Tablet,High,ChatGPT,1,False,High (3h+)
Om,Tilka Manjhi Bhagalpur University,Law,2,ChatGPT,2.7,Coding Help,2,2,False,Claude,4,True,Bihar,Mobile,Poor,ChatGPT,1,False,Medium (1-3h)
Anaya,"Rkdf University, Ranchi",Agriculture,3,Gemini,0.9,"Project Work, MCQ Practice, Exam Preparation",2,-4,False,Bard,8,False,Jharkhand,Laptop,Poor,Gemini,1,False,Low (<1h)
Siya,North East Frontier Technical University,Management,2,Bard,2.5,"Learning new topics, Resume Writing",4,-2,False,Copilot,4,True,Arunachal Pradesh,Mobile,Poor,Bard,1,True,Medium (1-3h)
Diya,Kasturba Gandhi Degree And Pg College For,Arts,1,Copilot,1.1,"Exam Preparation, Project Work",2,0,True,Copilot,10,False,Telangana,Tablet,Medium,Copilot,1,False,Medium (1-3h)
Myra,"Emea College Of Arts And Science Kondotty,",Law,2,Bard,4.9,Coding Help,4,3,False,Gemini,10,True,Kerala,Laptop,High,Bard,1,False,High (3h+)
Aadhya,"Srm University Delhi Ncr, Sonepat",Agriculture,1,Other,2.4,MCQ Practice,3,1,True,Bard,3,True,Haryana,Laptop,Medium,Other,1,False,Medium (1-3h)
Riya,Chhatrapati Shivaji Institute Of Technology,Engineering,1,Claude,3.8,"Assignments, Project Work, Content Writing",4,2,True,Claude,8,True,Chhattisgarh,Mobile,High,Claude,1,True,High (3h+)
Pari,"Chitkara School Of Hospitality -[Csh], Chandigarh",Hotel-Management,1,Other,3.8,Resume Writing,3,-1,True,Other,2,False,Punjab,Laptop,Poor,Other,1,False,High (3h+)
Anika,Vaikunth Mehta National Institute Of Co-Operative Management,Management,3,Gemini,3.7,"Assignments, Exam Preparation, MCQ Practice",2,1,True,Copilot,8,True,Maharashtra,Tablet,Medium,Gemini,1,True,High (3h+)
Ira,Government Law College,Law,4,Other,2.0,Content Writing,4,-1,True,Other,2,False,Kerala,Tablet,Medium,Other,1,False,Medium (1-3h)
Meera,Birla Global University,Commerce,3,ChatGPT,1.0,"Exam Preparation, Assignments",3,0,True,Other,9,True,Orissa,Tablet,Medium,ChatGPT,1,True,Low (<1h)
Saanvi,Oriental University,Pharmacy,2,Gemini,4.9,Doubt Solving,1,5,False,Other,10,True,Madhya Pradesh,Tablet,High,Gemini,1,False,High (3h+)
Navya,Lady Shri Ram College For Women,Science,3,Copilot,4.5,"Project Work, Content Writing, Assignments",1,0,False,Claude,8,False,Delhi Ncr,Laptop,Medium,Copilot,1,True,High (3h+)
Aarohi,Sardarkrushinagar Dantiwada Agricultural University,Science,3,Claude,3.3,"Coding Help, MCQ Practice, Exam Preparation",1,-4,False,Gemini,5,False,Gujarat,Mobile,High,Claude,1,False,High (3h+)
Prisha,"Ams College Of Teacher Education, Hyderabad",Arts,3,ChatGPT,3.6,"Resume Writing, MCQ Practice",5,5,True,Copilot,7,False,Telangana,Laptop,Medium,ChatGPT,1,False,High (3h+)
Ishita,"Synod College, Shillong",Arts,4,Claude,3.8,Content Writing,2,-4,True,Gemini,9,False,Meghalaya,Laptop,High,Claude,1,False,High (3h+)
Rakhi,"University College Of Engineering, Osmania University",Engineering,3,Other,3.4,"Exam Preparation, Doubt Solving",4,-1,True,Copilot,3,False,Telangana,Mobile,High,Other,1,False,High (3h+)
Ramya,"Government Degree College, Kathua",Arts,3,Copilot,4.0,Resume Writing,3,-1,False,Gemini,10,True,Jammu,Tablet,Poor,Copilot,1,False,High (3h+)
Sneha,Rajendra Institute Of Medical Sciences,Medical,3,Gemini,4.9,"Resume Writing, Doubt Solving, Coding Help",1,-5,False,Bard,3,True,Jharkhand,Laptop,High,Gemini,1,False,High (3h+)
Divya,Institute Of Agri Business Management,Agriculture,2,Gemini,3.0,Learning new topics,3,-3,False,Claude,9,True,Rajasthan,Tablet,Medium,Gemini,1,True,Medium (1-3h)
Neha,"St. Peter'S College, Kolkata",Law,1,ChatGPT,2.3,"Resume Writing, Exam Preparation",3,-3,True,Other,9,True,West Bengal,Tablet,Medium,ChatGPT,1,False,Medium (1-3h)
Pooja,Himalayan University,Agriculture,3,Claude,4.5,"Resume Writing, Exam Preparation, Doubt Solving",1,2,True,Gemini,9,True,Arunachal Pradesh,Laptop,Poor,Claude,1,False,High (3h+)
Kavya,Modern College Kohima,Agriculture,4,Bard,4.3,"Learning new topics, Coding Help",3,-5,True,Bard,9,False,Nagaland,Laptop,High,Bard,1,True,High (3h+)
Aishwarya,"Mahindra University, Hyderabad",Arts,1,ChatGPT,2.9,"Coding Help, Project Work",2,2,False,Bard,10,True,Telangana,Tablet,High,ChatGPT,1,False,Medium (1-3h)
Shreya,I.K. Gujral Punjab Technical University,Science,4,Gemini,3.7,"Learning new topics, Project Work",3,-5,False,Copilot,6,False,Punjab,Laptop,High,Gemini,1,True,High (3h+)
Nandini,"Amity University, Patna",Arts,1,Gemini,3.8,"Project Work, Exam Preparation",3,-3,False,Other,7,True,Bihar,Tablet,Poor,Gemini,1,False,High (3h+)
Aarav,Institute Of Advanced Management,Hotel-Management,1,Gemini,1.4,"Doubt Solving, Learning new topics",1,4,False,ChatGPT,1,True,Assam,Tablet,Medium,Gemini,1,True,Medium (1-3h)
Vivaan,"Ahmedabad University, Ahmedabad",Science,4,Gemini,3.0,"Resume Writing, MCQ Practice, Coding Help",4,-1,False,ChatGPT,5,True,Gujarat,Laptop,High,Gemini,1,False,Medium (1-3h)
Aditya,"Icfai University, Raipur",Science,4,Gemini,0.6,Resume Writing,3,-1,False,ChatGPT,5,True,Chhattisgarh,Mobile,High,Gemini,1,False,Low (<1h)
Vihaan,Maharishi University Of Management And Technology Bilaspur,Management,2,ChatGPT,1.0,"Exam Preparation, Coding Help",5,0,False,Bard,7,False,Chhattisgarh,Tablet,High,ChatGPT,1,False,Low (<1h)
Arjun,Rungta College Of Pharmaceutical Sciences And Research,Pharmacy,4,Other,4.2,"Doubt Solving, Assignments",3,-3,True,Gemini,6,False,Chhattisgarh,Tablet,Poor,Other,1,True,High (3h+)
Sai,"Cmj University, Ri-Bhoi",Engineering,3,Gemini,0.7,"Project Work, Learning new topics",1,-1,False,Bard,2,True,Meghalaya,Tablet,Poor,Gemini,1,True,Low (<1h)
Reyansh,"Presidency College, Chennai",Science,1,Bard,3.9,"Learning new topics, Doubt Solving, Project Work",3,-1,False,ChatGPT,9,False,Tamil Nadu,Mobile,Medium,Bard,1,True,High (3h+)
Ayaan,"Ra Podar College Of Commerce And Economics,",Science,2,Bard,1.8,"Project Work, Learning new topics",2,-4,True,Gemini,9,True,Maharashtra,Mobile,Medium,Bard,1,True,Medium (1-3h)
Krishna,National Law University,Science,1,Claude,2.6,Coding Help,2,-5,False,Copilot,5,False,Rajasthan,Mobile,Medium,Claude,1,False,Medium (1-3h)
Ishaan,"Dy Patil University, Navi Mumbai",Law,3,Gemini,3.7,Coding Help,2,-3,True,Other,4,True,Maharashtra,Mobile,Poor,Gemini,1,False,High (3h+)
Rudra,Graphic Era Hill University,Engineering,2,ChatGPT,2.4,Coding Help,1,2,False,ChatGPT,4,True,Uttarakhand,Mobile,Medium,ChatGPT,1,False,Medium (1-3h)
Dhruv,Kerala Agricultural University,Agriculture,1,Claude,1.0,"Assignments, Coding Help",3,5,True,ChatGPT,2,False,Kerala,Tablet,Poor,Claude,1,True,Low (<1h)
Kabir,Panjab University,Agriculture,2,Other,2.1,Resume Writing,3,4,False,Copilot,3,True,Haryana,Tablet,High,Other,1,False,Medium (1-3h)
Atharv,Amity School Of Natural Resources And Sustainable,Agriculture,1,ChatGPT,4.2,Doubt Solving,2,-2,False,Gemini,9,False,Uttar Pradesh,Tablet,Poor,ChatGPT,1,False,High (3h+)
Om,Jayoti Vidyapeeth Women'S University,Agriculture,2,Bard,4.3,"Learning new topics, Resume Writing",4,5,True,Gemini,6,True,Rajasthan,Laptop,Poor,Bard,1,True,High (3h+)
Anaya,Modern Vidya Niketan,Agriculture,2,Claude,1.0,"Coding Help, Exam Preparation",1,3,True,Claude,6,True,Haryana,Tablet,Medium,Claude,1,False,Low (<1h)
Siya,Tezpur Medical College & Hospital,Medical,1,ChatGPT,2.0,Project Work,3,2,False,Other,8,False,Assam,Tablet,Medium,ChatGPT,1,False,Medium (1-3h)
Diya,Institute Of Medical Sciences,Medical,3,Claude,1.3,Exam Preparation,3,-3,True,Other,8,False,Uttar Pradesh,Laptop,Medium,Claude,1,False,Medium (1-3h)
Myra,"Govind Ramnath Kare College Of Law, South Goa",Law,1,ChatGPT,1.1,"Coding Help, Resume Writing",1,0,True,Copilot,4,True,Goa,Mobile,Medium,ChatGPT,1,False,Medium (1-3h)
Aadhya,Shaheed Rajguru College Of Applied Sciences For,Science,4,Other,2.7,"Content Writing, Project Work, Resume Writing",4,5,False,Claude,9,True,Delhi Ncr,Mobile,High,Other,1,False,Medium (1-3h)
Riya,Bfit Group Of Institutions,Engineering,1,ChatGPT,1.6,"MCQ Practice, Resume Writing",1,-4,True,ChatGPT,8,True,Uttarakhand,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Pari,International Institute Of Information Technology,Engineering,3,Gemini,1.9,"Coding Help, Doubt Solving, Learning new topics",5,2,False,Gemini,5,True,Orissa,Laptop,Poor,Gemini,1,True,Medium (1-3h)
Anika,"Government Polytechnic College, Bandipora",Engineering,3,Bard,2.0,"Doubt Solving, Assignments, Project Work",1,1,True,Claude,8,True,Jammu,Laptop,Poor,Bard,1,True,Medium (1-3h)
Ira,Doon Business School,Management,4,ChatGPT,0.6,"Content Writing, Resume Writing, MCQ Practice",4,-3,False,Other,7,True,Uttarakhand,Mobile,High,ChatGPT,1,False,Low (<1h)
Meera,Dr. D.Y. Patil Institute Of Pharmaceutical Sciences,Pharmacy,4,Other,3.0,"Exam Preparation, Doubt Solving, Content Writing",2,3,True,Claude,5,False,Maharashtra,Tablet,Poor,Other,1,False,Medium (1-3h)
Saanvi,"Maratha Mandal College Of Pharmacy, Belgaum",Pharmacy,3,Copilot,1.9,Assignments,2,0,False,Other,10,False,Karnataka,Tablet,High,Copilot,1,True,Medium (1-3h)
Navya,Rabindranath Tagore University,Science,4,ChatGPT,2.4,"Project Work, Learning new topics",1,5,True,Gemini,4,False,Madhya Pradesh,Tablet,Medium,ChatGPT,1,True,Medium (1-3h)
Aarohi,"Opjs University, Churu",Management,1,Copilot,1.0,Assignments,5,0,True,Claude,7,True,Rajasthan,Laptop,High,Copilot,1,True,Low (<1h)
Prisha,"Guru Nanak College, Chennai",Science,4,Bard,0.6,"Project Work, Doubt Solving",3,4,True,Claude,2,False,Tamil Nadu,Laptop,High,Bard,1,False,Low (<1h)
Ishita,"Lr Institute Of Engineering And Technology, Solan",Engineering,3,Gemini,3.3,"Project Work, MCQ Practice",4,5,True,Bard,4,False,Himachal Pradesh,Laptop,High,Gemini,1,False,High (3h+)
Rakhi,Madhav University,Agriculture,3,Bard,2.3,Coding Help,5,-4,False,Copilot,2,True,Rajasthan,Laptop,Poor,Bard,1,False,Medium (1-3h)
Ramya,"Government Maharani Laxmi Bai Girls Pg College,",Science,3,ChatGPT,3.4,"Doubt Solving, Content Writing",4,5,False,Gemini,7,False,Madhya Pradesh,Laptop,Medium,ChatGPT,1,False,High (3h+)
Sneha,"Post Graduate Government College, Chandigarh",Arts,4,Other,3.9,Assignments,5,-3,False,Gemini,8,False,Punjab,Tablet,Medium,Other,1,True,High (3h+)
Divya,Jaypee University Of Information Technology,Engineering,4,Bard,3.8,Doubt Solving,2,0,False,Gemini,4,False,Himachal Pradesh,Tablet,Poor,Bard,1,False,High (3h+)
Neha,Himgiri Zee University,Arts,3,Claude,2.3,MCQ Practice,4,-1,False,Other,3,False,Uttarakhand,Tablet,Medium,Claude,1,False,Medium (1-3h)
Pooja,"Asutosh College, Kolkata",Commerce,2,Claude,1.6,MCQ Practice,1,-2,False,Claude,8,True,West Bengal,Laptop,Poor,Claude,1,False,Medium (1-3h)
Kavya,"Lady Keane College, Shillong",Management,1,Gemini,1.2,Assignments,3,-1,True,Other,1,True,Meghalaya,Mobile,Poor,Gemini,1,True,Medium (1-3h)
Aishwarya,Virudhunagar Hindu Nadar'S Senthikumara Nadar College,Commerce,1,Copilot,3.2,Project Work,3,5,True,Claude,3,True,Tamil Nadu,Mobile,Medium,Copilot,1,False,High (3h+)
Shreya,Chandigarh University,Commerce,1,Bard,3.5,"Doubt Solving, Content Writing, MCQ Practice",1,-2,True,Copilot,6,False,Haryana,Tablet,High,Bard,1,False,High (3h+)
Nandini,Maharshi Dayanand University,Medical,2,Claude,1.5,Resume Writing,2,-1,False,Claude,5,True,Haryana,Laptop,High,Claude,1,False,Medium (1-3h)
Aarav,Himalayan University,Agriculture,3,Other,4.8,"Doubt Solving, Project Work",4,5,True,Copilot,3,True,Arunachal Pradesh,Laptop,Poor,Other,1,False,High (3h+)
Vivaan,University Of Mysore,Agriculture,3,Copilot,0.6,"Assignments, Doubt Solving, Learning new topics",2,-1,False,Copilot,6,True,Karnataka,Tablet,Poor,Copilot,1,True,Low (<1h)
Aditya,Mehr Chand Mahajan Dayanand Anglo Vedic College,Management,4,Claude,0.5,"Content Writing, Doubt Solving",1,-2,False,Gemini,3,False,Chandigarh,Tablet,High,Claude,1,False,Low (<1h)
Vihaan,Shaheed Rajguru College Of Applied Sciences For,Science,4,ChatGPT,1.7,Exam Preparation,4,1,False,Other,7,False,Delhi Ncr,Mobile,High,ChatGPT,1,False,Medium (1-3h)
Arjun,"Icfai University, Raipur",Engineering,3,Bard,0.8,"Doubt Solving, Learning new topics",4,-5,True,Other,3,False,Chhattisgarh,Tablet,High,Bard,1,True,Low (<1h)
Sai,Aaft University Of Media And Arts,Engineering,1,Claude,1.4,"Learning new topics, Coding Help",1,-3,True,Bard,3,False,Chhattisgarh,Laptop,High,Claude,1,True,Medium (1-3h)
Reyansh,Hans Raj Mahila Maha Vidyalaya,Law,4,Other,1.1,Learning new topics,3,-2,True,Claude,6,False,Punjab,Laptop,Medium,Other,1,True,Medium (1-3h)
Ayaan,Dr. S. S. Bhatnagar University Institute Of,Science,2,ChatGPT,4.8,"MCQ Practice, Coding Help, Doubt Solving",2,-1,True,ChatGPT,7,False,Chandigarh,Tablet,High,ChatGPT,1,False,High (3h+)
Krishna,Assam Rajiv Gandhi University Of Cooperative Management,Law,2,ChatGPT,4.8,Coding Help,1,3,False,Claude,8,True,Assam,Mobile,Medium,ChatGPT,1,False,High (3h+)
Ishaan,"Poona College Of Pharmacy, Pune",Pharmacy,2,Gemini,4.8,"Content Writing, Exam Preparation",4,-3,False,Gemini,10,True,Maharashtra,Laptop,Medium,Gemini,1,False,High (3h+)
